date,location,aqi,parameter
2023-05-04T22:28:03+00:00,WESS EH s25,19.8,pm25
2023-05-04T22:28:01+00:00,Beach JC,10.7,pm25
2023-05-04T22:27:58+00:00,Adelphi St,16.4,pm25
2023-05-04T22:27:49+00:00,Midtown-West,12.2,pm25
2023-05-04T22:27:48+00:00,20th Street btw 6th &amp; 7th Ave,9.8,pm25
2023-05-04T22:27:30+00:00,PurpleRecords-2,12.1,pm25
2023-05-04T22:27:30+00:00,"Hoboken, NJ ",9.4,pm25
2023-05-04T22:27:27+00:00,LESBreathe5,15.0,pm25
2023-05-04T22:27:27+00:00,SunsetPark58th,9.0,pm25
2023-05-04T22:27:26+00:00,Gotham Professional Arts Academy,0.1,pm25
2023-05-04T22:27:26+00:00,Montgomery and JFK Blvd,4.5,pm25
2023-05-04T22:27:21+00:00,Red Hook Farms - Columbia Street Farm 1,12.4,pm25
2023-05-04T22:27:21+00:00,NBN- Norman &amp; Russell,27.5,pm25
2023-05-04T22:27:03+00:00,PM - Chung Pak 4th Floor Rooftop,12.2,pm25
2023-05-04T22:27:00+00:00,LESBreathe2,15.5,pm25
2023-05-04T22:27:00+00:00,LESBreathe3,16.1,pm25
2023-05-04T22:26:46+00:00,PM - Chung Pak 13th Floor Rooftop,12.2,pm25
2023-05-04T22:26:43+00:00,Columbia St,15.6,pm25
2023-05-04T22:26:35+00:00,Red Hook Initiative,11.3,pm25
2023-05-04T22:26:26+00:00,LESBreathe1,14.2,pm25
2023-05-04T22:26:22+00:00,Hell's Kitchen,22.0,pm25
2023-05-04T22:26:21+00:00,Driggs 285,16.0,pm25
2023-05-04T22:26:14+00:00,LES Breathe 4 - Williamsburg Bridge,17.2,pm25
2023-05-04T22:26:12+00:00,Purple Lorraine,12.5,pm25
2023-05-04T22:26:08+00:00,NBN - Bushwick and McKibbin,13.9,pm25
2023-05-04T22:26:04+00:00,MottAir01 Chinatown,17.2,pm25
2023-05-04T22:26:03+00:00,W36stNYC2,24.7,pm25
2023-05-04T22:26:03+00:00,WESS EH s25,19.5,pm25
2023-05-04T22:26:01+00:00,Beach JC,10.1,pm25
2023-05-04T22:25:52+00:00,Adelphi St,15.0,pm25
2023-05-04T22:25:49+00:00,Midtown-West,12.8,pm25
2023-05-04T22:25:48+00:00,20th Street btw 6th &amp; 7th Ave,10.1,pm25
2023-05-04T22:25:30+00:00,PurpleRecords-2,12.6,pm25
2023-05-04T22:25:30+00:00,"Hoboken, NJ ",10.1,pm25
2023-05-04T22:25:27+00:00,LESBreathe5,15.0,pm25
2023-05-04T22:25:27+00:00,SunsetPark58th,8.9,pm25
2023-05-04T22:25:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:25:26+00:00,Montgomery and JFK Blvd,4.8,pm25
2023-05-04T22:25:21+00:00,NBN- Norman &amp; Russell,22.4,pm25
2023-05-04T22:25:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.1,pm25
2023-05-04T22:25:04+00:00,PM - Chung Pak 4th Floor Rooftop,12.9,pm25
2023-05-04T22:25:00+00:00,LESBreathe2,14.6,pm25
2023-05-04T22:25:00+00:00,LESBreathe3,15.6,pm25
2023-05-04T22:24:46+00:00,PM - Chung Pak 13th Floor Rooftop,10.3,pm25
2023-05-04T22:24:37+00:00,Columbia St,14.1,pm25
2023-05-04T22:24:35+00:00,Red Hook Initiative,11.7,pm25
2023-05-04T22:24:27+00:00,LESBreathe1,14.7,pm25
2023-05-04T22:24:22+00:00,Hell's Kitchen,23.3,pm25
2023-05-04T22:24:21+00:00,Driggs 285,15.5,pm25
2023-05-04T22:24:12+00:00,Purple Lorraine,13.4,pm25
2023-05-04T22:24:08+00:00,NBN - Bushwick and McKibbin,12.4,pm25
2023-05-04T22:24:04+00:00,MottAir01 Chinatown,17.2,pm25
2023-05-04T22:24:03+00:00,WESS EH s25,19.3,pm25
2023-05-04T22:24:03+00:00,W36stNYC2,23.9,pm25
2023-05-04T22:24:01+00:00,Beach JC,11.3,pm25
2023-05-04T22:23:55+00:00,Adelphi St,15.3,pm25
2023-05-04T22:23:48+00:00,20th Street btw 6th &amp; 7th Ave,10.6,pm25
2023-05-04T22:23:30+00:00,PurpleRecords-2,12.4,pm25
2023-05-04T22:23:30+00:00,"Hoboken, NJ ",10.0,pm25
2023-05-04T22:23:27+00:00,SunsetPark58th,8.7,pm25
2023-05-04T22:23:27+00:00,LESBreathe5,15.2,pm25
2023-05-04T22:23:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:23:26+00:00,Montgomery and JFK Blvd,4.8,pm25
2023-05-04T22:23:21+00:00,NBN- Norman &amp; Russell,21.2,pm25
2023-05-04T22:23:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.6,pm25
2023-05-04T22:23:04+00:00,PM - Chung Pak 4th Floor Rooftop,12.4,pm25
2023-05-04T22:23:00+00:00,LESBreathe3,15.6,pm25
2023-05-04T22:23:00+00:00,LESBreathe2,14.7,pm25
2023-05-04T22:22:46+00:00,PM - Chung Pak 13th Floor Rooftop,17.2,pm25
2023-05-04T22:22:37+00:00,Red Hook Initiative,11.9,pm25
2023-05-04T22:22:37+00:00,Columbia St,14.0,pm25
2023-05-04T22:22:26+00:00,LESBreathe1,15.6,pm25
2023-05-04T22:22:22+00:00,Hell's Kitchen,23.1,pm25
2023-05-04T22:22:21+00:00,Driggs 285,15.8,pm25
2023-05-04T22:22:08+00:00,NBN - Bushwick and McKibbin,12.8,pm25
2023-05-04T22:22:04+00:00,MottAir01 Chinatown,16.1,pm25
2023-05-04T22:22:03+00:00,WESS EH s25,20.1,pm25
2023-05-04T22:22:03+00:00,W36stNYC2,22.2,pm25
2023-05-04T22:22:01+00:00,Beach JC,11.8,pm25
2023-05-04T22:21:52+00:00,Adelphi St,15.0,pm25
2023-05-04T22:21:48+00:00,20th Street btw 6th &amp; 7th Ave,10.2,pm25
2023-05-04T22:21:30+00:00,"Hoboken, NJ ",9.9,pm25
2023-05-04T22:21:30+00:00,PurpleRecords-2,12.1,pm25
2023-05-04T22:21:27+00:00,LESBreathe5,15.0,pm25
2023-05-04T22:21:27+00:00,SunsetPark58th,8.6,pm25
2023-05-04T22:21:26+00:00,Montgomery and JFK Blvd,5.5,pm25
2023-05-04T22:21:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:21:21+00:00,NBN- Norman &amp; Russell,22.9,pm25
2023-05-04T22:21:21+00:00,Red Hook Farms - Columbia Street Farm 1,13.0,pm25
2023-05-04T22:21:02+00:00,PM - Chung Pak 4th Floor Rooftop,12.8,pm25
2023-05-04T22:21:00+00:00,LESBreathe3,15.4,pm25
2023-05-04T22:21:00+00:00,LESBreathe2,15.5,pm25
2023-05-04T22:20:46+00:00,PM - Chung Pak 13th Floor Rooftop,11.4,pm25
2023-05-04T22:20:42+00:00,Columbia St,14.3,pm25
2023-05-04T22:20:35+00:00,Red Hook Initiative,11.8,pm25
2023-05-04T22:20:26+00:00,LESBreathe1,15.0,pm25
2023-05-04T22:20:22+00:00,Hell's Kitchen,22.3,pm25
2023-05-04T22:20:21+00:00,Driggs 285,16.8,pm25
2023-05-04T22:20:08+00:00,NBN - Bushwick and McKibbin,12.9,pm25
2023-05-04T22:20:04+00:00,MottAir01 Chinatown,17.5,pm25
2023-05-04T22:20:03+00:00,W36stNYC2,21.7,pm25
2023-05-04T22:20:03+00:00,WESS EH s25,18.5,pm25
2023-05-04T22:20:01+00:00,Beach JC,12.1,pm25
2023-05-04T22:19:52+00:00,Adelphi St,14.2,pm25
2023-05-04T22:19:49+00:00,Midtown-West,12.0,pm25
2023-05-04T22:19:48+00:00,20th Street btw 6th &amp; 7th Ave,9.7,pm25
2023-05-04T22:19:30+00:00,PurpleRecords-2,11.4,pm25
2023-05-04T22:19:30+00:00,"Hoboken, NJ ",10.9,pm25
2023-05-04T22:19:27+00:00,LESBreathe5,14.2,pm25
2023-05-04T22:19:27+00:00,SunsetPark58th,8.3,pm25
2023-05-04T22:19:26+00:00,Montgomery and JFK Blvd,5.2,pm25
2023-05-04T22:19:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:19:21+00:00,NBN- Norman &amp; Russell,20.3,pm25
2023-05-04T22:19:21+00:00,Red Hook Farms - Columbia Street Farm 1,12.0,pm25
2023-05-04T22:19:02+00:00,PM - Chung Pak 4th Floor Rooftop,12.8,pm25
2023-05-04T22:19:00+00:00,LESBreathe3,16.0,pm25
2023-05-04T22:19:00+00:00,LESBreathe2,13.8,pm25
2023-05-04T22:18:46+00:00,PM - Chung Pak 13th Floor Rooftop,28.6,pm25
2023-05-04T22:18:40+00:00,WESS EH s25,19.3,pm25
2023-05-04T22:18:40+00:00,Columbia St,12.9,pm25
2023-05-04T22:18:35+00:00,Red Hook Initiative,11.8,pm25
2023-05-04T22:18:26+00:00,LESBreathe1,15.8,pm25
2023-05-04T22:18:22+00:00,Hell's Kitchen,22.7,pm25
2023-05-04T22:18:21+00:00,Driggs 285,16.5,pm25
2023-05-04T22:18:04+00:00,MottAir01 Chinatown,18.2,pm25
2023-05-04T22:18:03+00:00,W36stNYC2,20.4,pm25
2023-05-04T22:18:01+00:00,Beach JC,12.7,pm25
2023-05-04T22:17:58+00:00,Adelphi St,14.5,pm25
2023-05-04T22:17:48+00:00,20th Street btw 6th &amp; 7th Ave,9.0,pm25
2023-05-04T22:17:30+00:00,"Hoboken, NJ ",12.2,pm25
2023-05-04T22:17:30+00:00,PurpleRecords-2,10.7,pm25
2023-05-04T22:17:27+00:00,LESBreathe5,14.9,pm25
2023-05-04T22:17:27+00:00,SunsetPark58th,10.1,pm25
2023-05-04T22:17:26+00:00,Montgomery and JFK Blvd,5.4,pm25
2023-05-04T22:17:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:17:21+00:00,NBN- Norman &amp; Russell,17.8,pm25
2023-05-04T22:17:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.9,pm25
2023-05-04T22:17:00+00:00,LESBreathe2,15.4,pm25
2023-05-04T22:17:00+00:00,LESBreathe3,16.2,pm25
2023-05-04T22:16:46+00:00,PM - Chung Pak 13th Floor Rooftop,23.1,pm25
2023-05-04T22:16:44+00:00,Columbia St,14.0,pm25
2023-05-04T22:16:42+00:00,Red Hook Initiative,11.5,pm25
2023-05-04T22:16:26+00:00,LESBreathe1,16.3,pm25
2023-05-04T22:16:22+00:00,Hell's Kitchen,23.6,pm25
2023-05-04T22:16:21+00:00,Driggs 285,16.0,pm25
2023-05-04T22:16:04+00:00,MottAir01 Chinatown,16.0,pm25
2023-05-04T22:16:03+00:00,WESS EH s25,19.8,pm25
2023-05-04T22:16:03+00:00,W36stNYC2,19.4,pm25
2023-05-04T22:16:01+00:00,Beach JC,12.2,pm25
2023-05-04T22:15:55+00:00,Adelphi St,15.2,pm25
2023-05-04T22:15:47+00:00,20th Street btw 6th &amp; 7th Ave,10.2,pm25
2023-05-04T22:15:30+00:00,PurpleRecords-2,10.4,pm25
2023-05-04T22:15:30+00:00,"Hoboken, NJ ",13.1,pm25
2023-05-04T22:15:27+00:00,Montgomery and JFK Blvd,6.2,pm25
2023-05-04T22:15:27+00:00,SunsetPark58th,11.0,pm25
2023-05-04T22:15:27+00:00,LESBreathe5,14.5,pm25
2023-05-04T22:15:21+00:00,NBN- Norman &amp; Russell,17.7,pm25
2023-05-04T22:15:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.4,pm25
2023-05-04T22:15:00+00:00,LESBreathe2,17.1,pm25
2023-05-04T22:15:00+00:00,LESBreathe3,15.2,pm25
2023-05-04T22:14:46+00:00,PM - Chung Pak 13th Floor Rooftop,13.4,pm25
2023-05-04T22:14:37+00:00,Columbia St,14.1,pm25
2023-05-04T22:14:35+00:00,Red Hook Initiative,11.6,pm25
2023-05-04T22:14:26+00:00,LESBreathe1,15.6,pm25
2023-05-04T22:14:22+00:00,Hell's Kitchen,22.3,pm25
2023-05-04T22:14:21+00:00,Driggs 285,16.8,pm25
2023-05-04T22:14:03+00:00,W36stNYC2,20.3,pm25
2023-05-04T22:14:01+00:00,Beach JC,13.5,pm25
2023-05-04T22:13:55+00:00,Adelphi St,13.9,pm25
2023-05-04T22:13:50+00:00,20th Street btw 6th &amp; 7th Ave,10.6,pm25
2023-05-04T22:13:33+00:00,"Hoboken, NJ ",12.0,pm25
2023-05-04T22:13:31+00:00,PurpleRecords-2,10.6,pm25
2023-05-04T22:13:27+00:00,Gotham Professional Arts Academy,0.1,pm25
2023-05-04T22:13:27+00:00,LESBreathe5,15.7,pm25
2023-05-04T22:13:27+00:00,SunsetPark58th,11.9,pm25
2023-05-04T22:13:26+00:00,Montgomery and JFK Blvd,5.2,pm25
2023-05-04T22:13:21+00:00,NBN- Norman &amp; Russell,19.3,pm25
2023-05-04T22:13:21+00:00,Red Hook Farms - Columbia Street Farm 1,10.4,pm25
2023-05-04T22:13:06+00:00,PM - Chung Pak 4th Floor Rooftop,13.3,pm25
2023-05-04T22:13:00+00:00,LESBreathe2,16.9,pm25
2023-05-04T22:13:00+00:00,LESBreathe3,15.0,pm25
2023-05-04T22:12:46+00:00,PM - Chung Pak 13th Floor Rooftop,21.6,pm25
2023-05-04T22:12:37+00:00,Columbia St,13.9,pm25
2023-05-04T22:12:35+00:00,Red Hook Initiative,12.2,pm25
2023-05-04T22:12:27+00:00,LESBreathe1,16.8,pm25
2023-05-04T22:12:22+00:00,Hell's Kitchen,19.6,pm25
2023-05-04T22:12:21+00:00,Driggs 285,15.4,pm25
2023-05-04T22:11:30+00:00,PurpleRecords-2,10.5,pm25
2023-05-04T22:11:30+00:00,"Hoboken, NJ ",10.8,pm25
2023-05-04T22:11:27+00:00,LESBreathe5,16.8,pm25
2023-05-04T22:11:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:11:27+00:00,SunsetPark58th,11.6,pm25
2023-05-04T22:11:26+00:00,Montgomery and JFK Blvd,5.3,pm25
2023-05-04T22:11:21+00:00,Red Hook Farms - Columbia Street Farm 1,9.8,pm25
2023-05-04T22:11:21+00:00,NBN- Norman &amp; Russell,18.4,pm25
2023-05-04T22:11:04+00:00,PM - Chung Pak 4th Floor Rooftop,13.2,pm25
2023-05-04T22:11:00+00:00,LESBreathe3,16.1,pm25
2023-05-04T22:10:46+00:00,PM - Chung Pak 13th Floor Rooftop,19.0,pm25
2023-05-04T22:10:41+00:00,Columbia St,13.9,pm25
2023-05-04T22:10:35+00:00,Red Hook Initiative,12.0,pm25
2023-05-04T22:10:26+00:00,LESBreathe1,15.5,pm25
2023-05-04T22:10:22+00:00,Hell's Kitchen,21.2,pm25
2023-05-04T22:10:21+00:00,Driggs 285,15.9,pm25
2023-05-04T22:09:52+00:00,Adelphi St,15.9,pm25
2023-05-04T22:09:49+00:00,Midtown-West,13.9,pm25
2023-05-04T22:09:49+00:00,20th Street btw 6th &amp; 7th Ave,12.5,pm25
2023-05-04T22:09:30+00:00,PurpleRecords-2,11.1,pm25
2023-05-04T22:09:30+00:00,"Hoboken, NJ ",11.0,pm25
2023-05-04T22:09:27+00:00,LESBreathe5,16.5,pm25
2023-05-04T22:09:27+00:00,SunsetPark58th,11.0,pm25
2023-05-04T22:09:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:09:26+00:00,Montgomery and JFK Blvd,5.9,pm25
2023-05-04T22:09:21+00:00,NBN- Norman &amp; Russell,17.2,pm25
2023-05-04T22:09:21+00:00,Red Hook Farms - Columbia Street Farm 1,10.9,pm25
2023-05-04T22:08:26+00:00,LESBreathe1,15.8,pm25
2023-05-04T22:08:22+00:00,Hell's Kitchen,18.8,pm25
2023-05-04T22:08:21+00:00,Driggs 285,17.0,pm25
2023-05-04T22:08:14+00:00,LES Breathe 4 - Williamsburg Bridge,18.6,pm25
2023-05-04T22:08:12+00:00,Purple Lorraine,34.3,pm25
2023-05-04T22:08:08+00:00,NBN - Bushwick and McKibbin,15.4,pm25
2023-05-04T22:08:04+00:00,MottAir01 Chinatown,20.4,pm25
2023-05-04T22:08:03+00:00,W36stNYC2,18.8,pm25
2023-05-04T22:08:03+00:00,WESS EH s25,18.1,pm25
2023-05-04T22:08:01+00:00,Beach JC,15.1,pm25
2023-05-04T22:07:52+00:00,Adelphi St,14.0,pm25
2023-05-04T22:07:48+00:00,20th Street btw 6th &amp; 7th Ave,9.6,pm25
2023-05-04T22:07:30+00:00,PurpleRecords-2,10.7,pm25
2023-05-04T22:07:30+00:00,"Hoboken, NJ ",11.7,pm25
2023-05-04T22:07:27+00:00,LESBreathe5,15.7,pm25
2023-05-04T22:07:27+00:00,SunsetPark58th,9.7,pm25
2023-05-04T22:07:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:07:26+00:00,Montgomery and JFK Blvd,9.0,pm25
2023-05-04T22:06:26+00:00,LESBreathe1,17.0,pm25
2023-05-04T22:06:22+00:00,Hell's Kitchen,20.4,pm25
2023-05-04T22:06:21+00:00,Driggs 285,16.1,pm25
2023-05-04T22:05:48+00:00,20th Street btw 6th &amp; 7th Ave,10.4,pm25
2023-05-04T22:05:30+00:00,"Hoboken, NJ ",12.0,pm25
2023-05-04T22:05:30+00:00,PurpleRecords-2,10.4,pm25
2023-05-04T22:05:27+00:00,LESBreathe5,17.6,pm25
2023-05-04T22:05:27+00:00,SunsetPark58th,9.3,pm25
2023-05-04T22:05:26+00:00,Montgomery and JFK Blvd,9.8,pm25
2023-05-04T22:05:25+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:05:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.0,pm25
2023-05-04T22:05:21+00:00,NBN- Norman &amp; Russell,16.9,pm25
2023-05-04T22:04:26+00:00,LESBreathe1,16.8,pm25
2023-05-04T22:04:21+00:00,Hell's Kitchen,18.4,pm25
2023-05-04T22:04:20+00:00,Driggs 285,16.1,pm25
2023-05-04T22:03:30+00:00,"Hoboken, NJ ",10.9,pm25
2023-05-04T22:03:30+00:00,PurpleRecords-2,10.5,pm25
2023-05-04T22:03:27+00:00,LESBreathe5,15.3,pm25
2023-05-04T22:03:26+00:00,SunsetPark58th,9.8,pm25
2023-05-04T22:03:26+00:00,Montgomery and JFK Blvd,18.5,pm25
2023-05-04T22:03:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:03:21+00:00,Red Hook Farms - Columbia Street Farm 1,10.8,pm25
2023-05-04T22:03:21+00:00,NBN- Norman &amp; Russell,18.0,pm25
2023-05-04T22:03:03+00:00,PM - Chung Pak 4th Floor Rooftop,13.3,pm25
2023-05-04T22:03:02+00:00,LESBreathe2,19.1,pm25
2023-05-04T22:03:00+00:00,LESBreathe3,16.0,pm25
2023-05-04T22:02:46+00:00,PM - Chung Pak 13th Floor Rooftop,11.1,pm25
2023-05-04T22:02:39+00:00,WESS EH s25,19.0,pm25
2023-05-04T22:02:37+00:00,Columbia St,13.3,pm25
2023-05-04T22:02:35+00:00,Red Hook Initiative,9.3,pm25
2023-05-04T22:02:26+00:00,LESBreathe1,16.2,pm25
2023-05-04T22:02:23+00:00,Driggs 285,16.5,pm25
2023-05-04T22:02:21+00:00,Hell's Kitchen,18.9,pm25
2023-05-04T22:02:04+00:00,MottAir01 Chinatown,17.8,pm25
2023-05-04T22:02:03+00:00,W36stNYC2,23.0,pm25
2023-05-04T22:02:01+00:00,Beach JC,16.3,pm25
2023-05-04T22:01:55+00:00,Adelphi St,14.9,pm25
2023-05-04T22:01:49+00:00,Midtown-West,12.8,pm25
2023-05-04T22:01:48+00:00,20th Street btw 6th &amp; 7th Ave,9.5,pm25
2023-05-04T22:01:30+00:00,PurpleRecords-2,10.4,pm25
2023-05-04T22:01:30+00:00,"Hoboken, NJ ",12.1,pm25
2023-05-04T22:01:27+00:00,LESBreathe5,15.8,pm25
2023-05-04T22:01:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:01:26+00:00,Montgomery and JFK Blvd,12.4,pm25
2023-05-04T22:01:26+00:00,SunsetPark58th,10.8,pm25
2023-05-04T22:01:21+00:00,Red Hook Farms - Columbia Street Farm 1,10.9,pm25
2023-05-04T22:01:21+00:00,NBN- Norman &amp; Russell,18.4,pm25
2023-05-04T22:00:35+00:00,Red Hook Initiative,10.1,pm25
2023-05-04T22:00:26+00:00,LESBreathe1,16.3,pm25
2023-05-04T22:00:21+00:00,Hell's Kitchen,16.9,pm25
2023-05-04T22:00:20+00:00,Driggs 285,15.9,pm25
2023-05-04T22:00:04+00:00,MottAir01 Chinatown,18.2,pm25
2023-05-04T22:00:03+00:00,W36stNYC2,21.8,pm25
2023-05-04T22:00:03+00:00,WESS EH s25,18.8,pm25
2023-05-04T22:00:03+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T22:00:01+00:00,Beach JC,17.2,pm25
2023-05-04T22:00:00+00:00,Bklyn - PS 314,8.2,pm25
2023-05-04T22:00:00+00:00,Bklyn - PS274,9.9,pm25
2023-05-04T22:00:00+00:00,Maspeth,4.5,pm25
2023-05-04T21:59:49+00:00,20th Street btw 6th &amp; 7th Ave,10.3,pm25
2023-05-04T21:59:30+00:00,"Hoboken, NJ ",11.8,pm25
2023-05-04T21:59:30+00:00,PurpleRecords-2,12.9,pm25
2023-05-04T21:59:27+00:00,LESBreathe5,15.5,pm25
2023-05-04T21:59:26+00:00,SunsetPark58th,10.0,pm25
2023-05-04T21:59:26+00:00,Montgomery and JFK Blvd,9.3,pm25
2023-05-04T21:59:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.1,pm25
2023-05-04T21:59:21+00:00,NBN- Norman &amp; Russell,18.5,pm25
2023-05-04T21:59:00+00:00,LESBreathe2,15.8,pm25
2023-05-04T21:59:00+00:00,LESBreathe3,16.9,pm25
2023-05-04T21:58:26+00:00,LESBreathe1,16.4,pm25
2023-05-04T21:58:21+00:00,Hell's Kitchen,21.0,pm25
2023-05-04T21:58:20+00:00,Driggs 285,14.5,pm25
2023-05-04T21:58:13+00:00,LES Breathe 4 - Williamsburg Bridge,19.3,pm25
2023-05-04T21:58:13+00:00,Adelphi St,13.9,pm25
2023-05-04T21:58:12+00:00,Purple Lorraine,10.9,pm25
2023-05-04T21:58:08+00:00,NBN - Bushwick and McKibbin,14.2,pm25
2023-05-04T21:58:04+00:00,MottAir01 Chinatown,17.8,pm25
2023-05-04T21:58:03+00:00,WESS EH s25,17.4,pm25
2023-05-04T21:58:03+00:00,W36stNYC2,21.2,pm25
2023-05-04T21:58:01+00:00,Beach JC,16.9,pm25
2023-05-04T21:57:47+00:00,20th Street btw 6th &amp; 7th Ave,10.1,pm25
2023-05-04T21:57:30+00:00,PurpleRecords-2,23.0,pm25
2023-05-04T21:57:30+00:00,"Hoboken, NJ ",13.1,pm25
2023-05-04T21:57:27+00:00,LESBreathe5,15.1,pm25
2023-05-04T21:57:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T21:57:26+00:00,SunsetPark58th,9.1,pm25
2023-05-04T21:57:26+00:00,Montgomery and JFK Blvd,10.5,pm25
2023-05-04T21:57:21+00:00,Red Hook Farms - Columbia Street Farm 1,10.6,pm25
2023-05-04T21:57:21+00:00,NBN- Norman &amp; Russell,17.9,pm25
2023-05-04T21:57:02+00:00,PM - Chung Pak 4th Floor Rooftop,15.4,pm25
2023-05-04T21:57:00+00:00,LESBreathe3,16.8,pm25
2023-05-04T21:57:00+00:00,LESBreathe2,17.7,pm25
2023-05-04T21:56:46+00:00,PM - Chung Pak 13th Floor Rooftop,20.3,pm25
2023-05-04T21:56:38+00:00,Red Hook Initiative,10.2,pm25
2023-05-04T21:56:37+00:00,Columbia St,13.1,pm25
2023-05-04T21:56:26+00:00,LESBreathe1,15.1,pm25
2023-05-04T21:56:21+00:00,Hell's Kitchen,22.3,pm25
2023-05-04T21:56:20+00:00,Driggs 285,15.0,pm25
2023-05-04T21:56:14+00:00,LES Breathe 4 - Williamsburg Bridge,19.0,pm25
2023-05-04T21:56:12+00:00,Purple Lorraine,11.1,pm25
2023-05-04T21:56:08+00:00,NBN - Bushwick and McKibbin,14.1,pm25
2023-05-04T21:56:04+00:00,MottAir01 Chinatown,15.7,pm25
2023-05-04T21:56:03+00:00,W36stNYC2,19.6,pm25
2023-05-04T21:56:03+00:00,WESS EH s25,16.8,pm25
2023-05-04T21:56:01+00:00,Beach JC,16.1,pm25
2023-05-04T21:55:52+00:00,Adelphi St,16.3,pm25
2023-05-04T21:55:48+00:00,Midtown-West,12.7,pm25
2023-05-04T21:55:48+00:00,20th Street btw 6th &amp; 7th Ave,10.0,pm25
2023-05-04T21:55:30+00:00,"Hoboken, NJ ",13.8,pm25
2023-05-04T21:55:30+00:00,PurpleRecords-2,12.4,pm25
2023-05-04T21:55:27+00:00,LESBreathe5,15.0,pm25
2023-05-04T21:55:27+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T21:55:26+00:00,Montgomery and JFK Blvd,12.7,pm25
2023-05-04T21:55:26+00:00,SunsetPark58th,8.7,pm25
2023-05-04T21:55:21+00:00,NBN- Norman &amp; Russell,17.4,pm25
2023-05-04T21:55:20+00:00,Red Hook Farms - Columbia Street Farm 1,10.4,pm25
2023-05-04T21:55:03+00:00,PM - Chung Pak 4th Floor Rooftop,14.6,pm25
2023-05-04T21:55:00+00:00,LESBreathe2,16.8,pm25
2023-05-04T21:54:59+00:00,LESBreathe3,15.5,pm25
2023-05-04T21:54:46+00:00,PM - Chung Pak 13th Floor Rooftop,17.9,pm25
2023-05-04T21:54:37+00:00,Columbia St,13.6,pm25
2023-05-04T21:54:35+00:00,Red Hook Initiative,10.1,pm25
2023-05-04T21:54:28+00:00,Hell's Kitchen,22.5,pm25
2023-05-04T21:54:26+00:00,LESBreathe1,15.4,pm25
2023-05-04T21:54:14+00:00,LES Breathe 4 - Williamsburg Bridge,18.6,pm25
2023-05-04T21:54:12+00:00,Purple Lorraine,11.3,pm25
2023-05-04T21:54:08+00:00,NBN - Bushwick and McKibbin,14.3,pm25
2023-05-04T21:54:04+00:00,Adelphi St,15.7,pm25
2023-05-04T21:54:04+00:00,MottAir01 Chinatown,17.4,pm25
2023-05-04T21:54:03+00:00,WESS EH s25,14.5,pm25
2023-05-04T21:54:03+00:00,W36stNYC2,18.8,pm25
2023-05-04T21:54:01+00:00,Beach JC,15.2,pm25
2023-05-04T21:53:48+00:00,20th Street btw 6th &amp; 7th Ave,10.1,pm25
2023-05-04T21:53:30+00:00,PurpleRecords-2,11.7,pm25
2023-05-04T21:53:30+00:00,"Hoboken, NJ ",16.1,pm25
2023-05-04T21:53:27+00:00,LESBreathe5,17.2,pm25
2023-05-04T21:53:27+00:00,SunsetPark58th,9.0,pm25
2023-05-04T21:53:26+00:00,Montgomery and JFK Blvd,12.0,pm25
2023-05-04T21:53:26+00:00,Gotham Professional Arts Academy,0.0,pm25
2023-05-04T21:53:21+00:00,Red Hook Farms - Columbia Street Farm 1,11.5,pm25
2023-05-04T21:53:21+00:00,NBN- Norman &amp; Russell,17.2,pm25
2023-05-04T21:53:02+00:00,PM - Chung Pak 4th Floor Rooftop,17.1,pm25
2023-05-04T21:53:00+00:00,LESBreathe2,16.9,pm25
2023-05-04T21:52:59+00:00,LESBreathe3,15.8,pm25
2023-05-04T21:52:46+00:00,PM - Chung Pak 13th Floor Rooftop,15.9,pm25
2023-05-04T21:52:37+00:00,Columbia St,15.8,pm25
2023-05-04T21:52:35+00:00,Red Hook Initiative,10.8,pm25
2023-05-04T21:52:26+00:00,LESBreathe1,16.2,pm25
2023-05-04T21:52:21+00:00,Hell's Kitchen,19.0,pm25
2023-05-04T21:52:08+00:00,NBN - Bushwick and McKibbin,13.5,pm25
